ID, 상품이름, 상품종류, 상품가격
16ca822d-1f81-479e-91c3-719f9c23f53e, 아메리카노, COFFEE, 3000₩
fe5e53f5-00cf-43f1-9897-271bcbc5c14f, 레몬에이드, ADE, 5000₩
33c8e8fe-b4b6-4fda-bb58-21d81d1bc045, 아메리카노, COFFEE, 3000₩
24851c22-51b9-447f-a5f9-6a6916a37b0e, 크로플, BREAD, 4000₩
c872845c-84ce-48f6-8b44-c7cbd0884ef0, 소금빵, BREAD, 3000₩
68eb4665-9a8b-4921-8020-cac8711560f7, 생과일주스, ADE, 5000₩
f3e7b1b9-6f28-4011-9bb3-0b4339d736fd, 레몬에이드, ADE, 5000₩
146b5033-60bc-4c49-bf5f-906bf7b8214e, 에스프레소, COFFEE, 3500₩
9ea53414-2d7d-4d3a-8be1-9eda4ce2cb8a, 얼그레이, TEA, 4500₩
93acba26-2548-485a-9f12-c2346876933b, 딸기에이드, ADE, 5000₩
1cf9a6cf-3773-43d0-a113-5a3c5c6c8c36, 에스프레소, COFFEE, 3500₩
aeb69e4f-2395-4849-bcc7-6f73dcf9c594, 캐모마일, TEA, 4500₩
acf34ad0-6142-4320-b311-e346719e7dba, 당근케잌, CAKE, 6000₩
bab1fed4-81c8-46fb-9ef4-230b4ae2aba9, 초코머핀, BREAD, 4000₩
c6f36475-3df6-4089-afcd-f445edc00f16, 당근케잌, CAKE, 6000₩
203f6560-b88b-44c7-9e7a-fa0e73dc63b5, 크로플, BREAD, 4000₩
5de713e2-ad7d-4d9f-bba1-392155a4272d, 초코머핀, BREAD, 4000₩
92cd3ed9-187c-4b57-9791-6e332bb4bba6, 당근케잌, CAKE, 6000₩
a949e633-d683-45b6-915b-e91516822609, 카페모카, COFFEE, 3500₩
54ca2880-c9e1-4168-a53e-44b223926134, 초코머핀, BREAD, 4000₩
35801fa2-c019-429b-b4eb-1d8e7c8daad4, 캐모마일, TEA, 4500₩
703194d5-e938-44f3-9779-9f316ae43c13, 생과일주스, ADE, 5000₩
6c0c3f0a-f1e5-47bd-add4-e6ffd97fd8e1, 캐모마일, TEA, 4500₩
2f1072d6-a77a-447d-bf1c-9070808185ec, 카페라떼, COFFEE, 3500₩
d1add10b-5d3f-41c9-b1cd-babc3568929e, 에스프레소, COFFEE, 3500₩
c742a61a-b5e7-4ec9-ae48-e82a0f61f4b6, 딸기에이드, ADE, 5000₩
7f3f0f75-378a-492f-8cef-7e6f1ccf508d, 카페라떼, COFFEE, 3500₩
2a197de9-ae55-45c5-ba01-b23a6b5898bd, 아메리카노, COFFEE, 3000₩
579538d4-05ed-4d32-9275-716ce431e510, 얼그레이, TEA, 4500₩
5531e117-de07-4078-80e2-d17a16bf6fbd, 카라멜 마끼아또, COFFEE, 4000₩
9fbac3e2-2044-4123-b471-12f18303e6dc, 카페라떼, COFFEE, 3500₩
2e8bed60-63fa-466a-9e14-a80fa116209a, 초코머핀, BREAD, 4000₩
1158d5ae-c941-4cf8-8cdc-fde7f45a9ca7, 히비스커스, TEA, 4500₩
d73e8528-0df9-4403-9045-599954017cac, 생과일주스, ADE, 5000₩
94f3207a-7003-4bd2-b06b-8a53d79eef43, 소금빵, BREAD, 3000₩
8211c639-1368-46ab-8356-91bb16bb5dbf, 초코케잌, CAKE, 6000₩
06136dd6-5e02-443f-9ed8-a4f1603d84e7, 딸기에이드, ADE, 5000₩
f39280eb-5058-4e3e-9d05-03d79d818635, 프라푸치노, ADE, 5500₩
f0c6a66c-8a57-464e-a106-439ab24d8127, 프레즐, BREAD, 3000₩
e713fd2e-1b9d-4577-918e-e15bf33a08ff, 소금빵, BREAD, 3000₩
392e576a-33d4-4678-b29b-bcf562b559b7, 초코머핀, BREAD, 4000₩
47ee8316-367a-4cf2-9d30-b054c8212afa, 소금빵, BREAD, 3000₩
a2b4f99d-3d46-4fa6-a19f-13f326f0549d, 캐모마일, TEA, 4500₩
ff4517dd-c4d6-4448-8405-297daafbdfcb, 에스프레소, COFFEE, 3500₩
ab21110e-374c-4f70-a4e8-56a6e9147a6e, 크로플, BREAD, 4000₩
d146e491-9b0a-480d-abc4-065077dfddba, 초코케잌, CAKE, 6000₩
c3224eca-feec-4e3d-9847-24fd6270915a, 레몬에이드, ADE, 5000₩
a9815f1f-e1ad-4a8b-afb7-83e7de31bd6e, 카라멜 마끼아또, COFFEE, 4000₩
1c3131a9-3d9c-4e9a-a12a-d5580610261c, 캐모마일, TEA, 4500₩
bc74c660-3fe1-4eb1-a6d5-7468ebd24d9d, 카페라떼, COFFEE, 3500₩
fbc1f546-e9db-48ed-ae5d-753e1c888337, 민트모카, COFFEE, 4000₩
b1a044e3-065a-44e5-afa4-5a92c67eef24, 민트모카, COFFEE, 4000₩
153dd9a7-d047-4191-a71c-7cf2531677ef, 당근케잌, CAKE, 6000₩
b119e54e-1616-48aa-9499-a2ef2988189f, 민트모카, COFFEE, 4000₩
fe959433-71db-47bb-b361-598dc97d5636, 민트모카, COFFEE, 4000₩
7e4b121b-c17c-4bb8-9f61-9bd8a0f1dfff, 프레즐, BREAD, 3000₩
0eadbb65-b685-469d-95e5-85085fc3ea27, 딸기에이드, ADE, 5000₩
56abfcb1-486e-47d3-ac09-da6808d4505a, 크로플, BREAD, 4000₩
389e2972-a7ca-4ade-9a79-1c767b2dc910, 캐모마일, TEA, 4500₩
de2788c3-19e8-44f2-894e-926f689f2c71, 딸기에이드, ADE, 5000₩
5a344c07-d675-42b2-a509-508987f45ffd, 캐모마일, TEA, 4500₩
8bba9635-f565-4ff8-b63a-4c113ac968bb, 카페모카, COFFEE, 3500₩
d1bfc632-7905-4565-b995-4443bc45a0c5, 초코케잌, CAKE, 6000₩
e8ad37f9-054b-41ed-85dd-a2592334047f, 에스프레소, COFFEE, 3500₩
67781f08-34ec-464d-9b3a-8a7752417d97, 카라멜 마끼아또, COFFEE, 4000₩
0255b6a7-2aac-4a8e-ac41-6f2c38e3698a, 아메리카노, COFFEE, 3000₩
feadcd13-932d-45a6-98aa-c3a58f585153, 크로플, BREAD, 4000₩
0f849e1d-e88e-4f56-8da5-6abbece3c333, 카페모카, COFFEE, 3500₩
c3691c97-511f-4d00-b21f-b22239039b0a, 에스프레소, COFFEE, 3500₩
ce95fe84-0b3e-402a-a21e-480e9cb1d157, 초코케잌, CAKE, 6000₩
a07598eb-6e5e-426f-817d-4238736366d9, 초코머핀, BREAD, 4000₩
6f672ad7-4848-4448-9eac-9a906ab9388a, 딸기에이드, ADE, 5000₩
c251c742-f81b-4abb-b50b-8c76ca6d2478, 민트모카, COFFEE, 4000₩
1a6a5c24-9303-4806-91df-e8ae0facc904, 카페라떼, COFFEE, 3500₩
f967cc51-fc0f-4cce-a661-61fa2b6d8674, 캐모마일, TEA, 4500₩
a8b60cac-de82-46d2-b852-f665bf469d67, 캐모마일, TEA, 4500₩
c193c97b-d69f-424c-8611-f4e077137552, 프라푸치노, ADE, 5500₩
43da44c2-f0cd-4dc2-8910-01333b36c78a, 토피넛라떼, COFFEE, 4000₩
c07e5c3d-bc63-4c40-9c01-19502be4cf9a, 카페라떼, COFFEE, 3500₩
a7e7c447-f57a-42c4-bf9b-aeb9fdd1901e, 레몬에이드, ADE, 5000₩
8828effe-7eab-464d-85a7-df287909b73b, 당근케잌, CAKE, 6000₩
d9df119c-7c0c-4387-96ac-d5eef9b8c893, 카페라떼, COFFEE, 3500₩
ed90a4d7-11aa-473f-b087-ff4ffc77d1f4, 초코케잌, CAKE, 6000₩
f0c4e7f9-8227-424f-a3e8-1d483e543c0b, 캐모마일, TEA, 4500₩
48cc0b99-76b7-497e-86fa-f4212a64e6b5, 얼그레이, TEA, 4500₩
a86e1b8e-9bac-49b9-a91f-7d9a2f349605, 민트모카, COFFEE, 4000₩
4820b251-25ac-4799-8780-2938c668745d, 카라멜 마끼아또, COFFEE, 4000₩
9bbdfbd8-99fd-46dc-b65a-3a90e8bbb57f, 소금빵, BREAD, 3000₩
b5d81f0b-6d72-44b4-99e9-60c4ab7c152b, 프라푸치노, ADE, 5500₩
222ae0f4-50a4-4166-9aaf-150fc6995b33, 초코머핀, BREAD, 4000₩
13376b21-9c07-497d-a095-031838e793a4, 캐모마일, TEA, 4500₩
c119378b-999f-4c25-8e37-8a0464fe36dd, 카라멜 마끼아또, COFFEE, 4000₩
67664f04-3ab5-48c4-986e-57e92e91a559, 프라푸치노, ADE, 5500₩
028b09e5-74ef-4f31-b267-a2b50c940df6, 얼그레이, TEA, 4500₩
8910ab52-a5ed-4151-8784-622fd8cd8451, 초코머핀, BREAD, 4000₩
3754e983-fa9a-4342-851a-58a91dfaef9f, 초코케잌, CAKE, 6000₩
4b3c112b-b1fa-49e3-911e-1dc22294bf9c, 카페모카, COFFEE, 3500₩
953f98c2-904c-4306-b2bc-151ce3964fc1, 에스프레소, COFFEE, 3500₩
064adc75-b5b0-417f-bba7-803b9a1c8618, 카페라떼, COFFEE, 3500₩
73d7feb6-4ec1-4948-9f15-534c36006d3c, 민트모카, COFFEE, 4000₩
a9fba4b6-fdff-47bd-a12e-f9bd0276080d, 카라멜 마끼아또, COFFEE, 4000₩
89088cb7-c864-40c3-abe4-f9ec7a497baa, 딸기에이드, ADE, 5000₩
ea855109-a024-4f5a-8b3b-6e43d1c64df9, 히비스커스, TEA, 4500₩
783c7b4d-c513-45e2-91d2-209acc1d084b, 얼그레이, TEA, 4500₩
96d574b5-b465-4b07-aa4d-782883870879, 프라푸치노, ADE, 5500₩
f770fda7-efc6-4849-8c28-144caef76a69, 소금빵, BREAD, 3000₩
83299017-6151-41ec-bafe-2629753f7233, 딸기에이드, ADE, 5000₩
60e4ac21-9550-4427-a35d-9fd0bffe02fd, 생과일주스, ADE, 5000₩
918eb557-2c89-4f53-9498-6e655906666c, 초코머핀, BREAD, 4000₩
5eb17c7a-f338-4035-a569-d13dd9c1624c, 크로플, BREAD, 4000₩
a7646afb-75bc-42fe-b510-04b5ed88f74f, 소금빵, BREAD, 3000₩
3b02989a-ecb3-412d-bfa2-d1ea84f264c6, 카라멜 마끼아또, COFFEE, 4000₩
da4a674d-dc3b-4df5-a84c-f753561a261c, 생과일주스, ADE, 5000₩
a8ac6c73-8e95-4f8a-a856-3aac4a1398db, 카페모카, COFFEE, 3500₩
45524a3a-e483-49fe-aad4-4123ce810932, 생과일주스, ADE, 5000₩
ea567734-1bb9-4101-b3cd-4cc311b4362d, 소금빵, BREAD, 3000₩
aae9cfde-6cb8-4bca-91eb-61ca06125d87, 레몬에이드, ADE, 5000₩
a7fc2412-4116-43bd-b976-067bf7060d6d, 초코케잌, CAKE, 6000₩
30719733-28b5-4433-ac29-20f86cf2facf, 에스프레소, COFFEE, 3500₩
99bd973b-1354-4a9b-a830-3af47647c005, 프레즐, BREAD, 3000₩
db429e04-85d0-4a17-8318-3df67e2e2d71, 토피넛라떼, COFFEE, 4000₩
bf143af1-65e2-43a7-ae74-fe7f817e6b43, 카페모카, COFFEE, 3500₩
04baefff-742d-4987-805b-a05ac8e6f722, 카페모카, COFFEE, 3500₩
ddd1dd37-cd6f-4e12-94fe-61f78deee4da, 생과일주스, ADE, 5000₩
4e8c4b3f-4912-453b-a6e5-eab1edb723f9, 딸기에이드, ADE, 5000₩
267be51b-7ba2-4992-9a88-18af14936321, 민트모카, COFFEE, 4000₩
8e1b685a-9816-4d36-b2bd-d1df7f0a1e79, 크로플, BREAD, 4000₩
b5de8ab5-7488-431b-aab5-e325911b2d79, 카페라떼, COFFEE, 3500₩
606b3aeb-1418-417f-94a3-6249db615004, 초코머핀, BREAD, 4000₩
8f088ac1-8850-4d25-8e1d-40f89d326dad, 레몬에이드, ADE, 5000₩
d3e3a0cf-e694-4fc6-8137-971f5afa1993, 카라멜 마끼아또, COFFEE, 4000₩
a6c08ab9-3094-4ea9-8802-b084de69c603, 생과일주스, ADE, 5000₩
d4a7df8f-004b-431a-9757-40a297ea7a99, 캐모마일, TEA, 4500₩
cea30196-f9d4-4b4b-a6eb-92fd2b343a79, 초코머핀, BREAD, 4000₩
82cd4f80-58c6-469b-aa9d-b4d72c1afcde, 프레즐, BREAD, 3000₩
da4811e3-815e-4596-9c48-18842c604aa6, 토피넛라떼, COFFEE, 4000₩
0ea3db23-980f-47a8-b6e9-0e9bb70ff9ff, 소금빵, BREAD, 3000₩
ee13dc29-e37b-466f-9696-01e9b9cc63fa, 토피넛라떼, COFFEE, 4000₩
7c7dd212-ea12-41fc-8539-1af9c5db9e5e, 카페모카, COFFEE, 3500₩
ca6d0c9d-2a10-4062-b698-6fface4cb9ca, 당근케잌, CAKE, 6000₩
0c3fd9c9-ef94-4a9d-aea9-9d876b8a1406, 프라푸치노, ADE, 5500₩
6080f80c-2abc-49a6-82f9-07bd7cd88137, 당근케잌, CAKE, 6000₩
478e8fd2-4985-4d10-803c-9ec7ace2094d, 레몬에이드, ADE, 5000₩
28faad14-4535-4039-a235-39cb3b69cc81, 크로플, BREAD, 4000₩
411b9b70-0808-4b5e-9247-116d477bfcae, 생과일주스, ADE, 5000₩
906c3123-60ed-432e-afeb-055e0084dd14, 카페라떼, COFFEE, 3500₩
59ba525f-a956-4517-8fcd-34e91ababfe1, 크로플, BREAD, 4000₩
8085be15-f536-4fdf-ba66-50ed93ac09f7, 레몬에이드, ADE, 5000₩
6dd4ef99-ed43-4cd1-aabd-7a4d91f32423, 카페모카, COFFEE, 3500₩
27da2f8b-937c-4315-9dff-790cb1960f0f, 얼그레이, TEA, 4500₩
2683dae7-c8d9-4431-b982-3f724934b583, 아메리카노, COFFEE, 3000₩
7539f9e6-a147-4713-9ac3-9e51563d41fe, 카페모카, COFFEE, 3500₩
915b0a13-4b64-4f6a-94d1-a088c7275423, 카페라떼, COFFEE, 3500₩
ab298dac-6db7-4c83-ac9e-fdd9b82356fa, 딸기에이드, ADE, 5000₩
8455ef79-5df6-461d-aa2a-dd804e23c120, 카페모카, COFFEE, 3500₩
645a4fb1-8542-4b97-9d94-6a51a177e0b4, 카페라떼, COFFEE, 3500₩
9ae4583a-4e4a-4003-bfea-ee35f5d351d9, 크로플, BREAD, 4000₩
882ef82b-ff22-44ce-8d63-a98d8a3540ae, 소금빵, BREAD, 3000₩
488a8ce0-b3e9-4e0b-91d6-fc0599616261, 카라멜 마끼아또, COFFEE, 4000₩
cd1eb35b-3b07-44fe-b568-16e3a27563b2, 캐모마일, TEA, 4500₩
8bac1090-09d2-46b9-9d6e-186fc8e120d6, 초코머핀, BREAD, 4000₩
7903f4b9-67df-4a1e-923e-536d9d46266a, 얼그레이, TEA, 4500₩
eace801b-0fbe-4533-913a-ef79e1948ff9, 레몬에이드, ADE, 5000₩
25aad98a-d9d9-4eb0-8f8a-1e04f42efafa, 토피넛라떼, COFFEE, 4000₩
792b6ed7-e8b2-48fe-8e5c-920b2b89e0fe, 카페모카, COFFEE, 3500₩
fe7a756e-7357-4155-a0bc-5c4c82b133c4, 프라푸치노, ADE, 5500₩
0c5adbab-b70e-4657-8d11-04e7d81691cd, 카라멜 마끼아또, COFFEE, 4000₩
036937b6-2044-44a4-9d0e-17efb616bf25, 크로플, BREAD, 4000₩
6fb6209a-ea1e-41d4-b8a3-97f86d54142b, 딸기에이드, ADE, 5000₩
77f37b2a-fc41-4c3a-b578-b9a9a1a2b089, 당근케잌, CAKE, 6000₩
035a9d7e-327f-4c18-82b6-8964072e446f, 카라멜 마끼아또, COFFEE, 4000₩
32ecf1d8-b3ea-43a0-8488-272c6625aaf3, 카페라떼, COFFEE, 3500₩
7f4c6466-b630-4eaa-bf51-71dd49066bd4, 카라멜 마끼아또, COFFEE, 4000₩
212e9efe-cfd1-400a-ac57-aa413f789c4e, 초코케잌, CAKE, 6000₩
1301a56c-e4a2-4377-a1a5-a8b53e29b9dc, 카페라떼, COFFEE, 3500₩
4b197163-eeb7-408e-ae83-71c51724a8c9, 딸기에이드, ADE, 5000₩
1e5289f2-022c-45d3-9ee6-c7969fe88773, 딸기에이드, ADE, 5000₩
96358277-aea2-4d48-8a6f-3b0d99c87f37, 카페모카, COFFEE, 3500₩
52a58944-592d-454c-a941-6c1c7aee5d1b, 카라멜 마끼아또, COFFEE, 4000₩
6b37a99b-b8d8-4b72-affb-d15e3043f496, 프레즐, BREAD, 3000₩
78a4bd12-9375-4ade-a416-8bd8cb290d65, 에스프레소, COFFEE, 3500₩
4cdf03f8-4b57-4d28-b7d6-1645e872b294, 당근케잌, CAKE, 6000₩
ed44c33a-684c-4395-bcb8-dd7452d42d4f, 초코머핀, BREAD, 4000₩
27e852ac-b9e5-44ca-b58c-be47bfc7caa7, 히비스커스, TEA, 4500₩
620e4b7f-b9c9-42f0-acf9-dffffddddfc2, 크로플, BREAD, 4000₩
1891a4b8-ef0c-4f13-a4fc-fa406014aacd, 초코머핀, BREAD, 4000₩
46818854-9d5d-4552-aa43-fac70d12065e, 프레즐, BREAD, 3000₩
90fa1b45-8131-4eb1-b32b-f679a3f81c5a, 카라멜 마끼아또, COFFEE, 4000₩
b658dfe5-80bb-4e14-ab70-d7b75aad1517, 민트모카, COFFEE, 4000₩
fb275f81-77a5-44d6-95f3-25bbc377f879, 초코머핀, BREAD, 4000₩
e761ddae-8267-435f-8b84-06efdb26fcd4, 크로플, BREAD, 4000₩
dd18b9b5-d792-455b-b06e-319acddb297d, 초코케잌, CAKE, 6000₩
edade5ba-ab01-4d84-a287-3adec318327e, 토피넛라떼, COFFEE, 4000₩
622c9809-b869-41c4-b2d7-91b94e84e2d1, 카페모카, COFFEE, 3500₩
4cc8e3c4-3471-4d5a-a851-acdc2b30c250, 얼그레이, TEA, 4500₩
8f3d2f93-f551-4d57-a85c-2083403fb7b9, 캐모마일, TEA, 4500₩
6ad49861-e0be-4880-984a-dd6b8da46714, 아메리카노, COFFEE, 3000₩
4205a6f1-b7c6-40fd-8af7-e414414de3b7, 카페모카, COFFEE, 3500₩
a493cbbf-eba1-491d-b1fa-8c0a497e2df7, 프라푸치노, ADE, 5500₩
0bd1ffe0-de0c-42f2-846e-888aa7506be0, 프라푸치노, ADE, 5500₩
6a17623e-7d09-49a8-80cc-3aac719a5690, 프레즐, BREAD, 3000₩
52b501bb-c99f-4d93-884d-8f043f0160ae, 히비스커스, TEA, 4500₩
c4289a30-6096-4c99-909d-5c7756978043, 프라푸치노, ADE, 5500₩
fba2f49b-fc32-42c0-92f0-65d96c2f8633, 프라푸치노, ADE, 5500₩
de16b303-2d56-407a-aecd-f074b04fe8c1, 초코케잌, CAKE, 6000₩
33266396-af42-431d-b923-6b657809ce12, 카라멜 마끼아또, COFFEE, 4000₩
ad7ed6d4-26be-47c4-bcc6-d45e622f9b06, 에스프레소, COFFEE, 3500₩
15b4626d-38e9-4409-9712-eec947d5b99f, 히비스커스, TEA, 4500₩
c682082d-9a36-4c59-8f51-1394f6c1ced1, 카페모카, COFFEE, 3500₩
5d704b5a-97d2-4ab9-b4fb-6834e2ccf343, 에스프레소, COFFEE, 3500₩
f5a120c1-15bb-435a-b3d9-203e5b7d13cc, 프레즐, BREAD, 3000₩
f9a06a62-bef8-4358-a6c4-040c1e8efda9, 소금빵, BREAD, 3000₩
3831a8f4-a0a4-49ab-adee-aac3ab54fcfd, 초코케잌, CAKE, 6000₩
c6a6deaf-4716-481b-928a-1a36a61b2a76, 얼그레이, TEA, 4500₩
d773e257-0331-48a1-b09d-ec2d418f68f1, 당근케잌, CAKE, 6000₩
3166d198-8219-4855-a5f5-40216cb674a2, 카페라떼, COFFEE, 3500₩
0cb33af1-a268-4802-94a3-0e2a18d7e4d5, 초코머핀, BREAD, 4000₩
593a36cf-3086-4b5d-bf97-6ebf37020b5f, 크로플, BREAD, 4000₩
2c1c29cc-a164-4180-bf5d-794cb92a07e9, 민트모카, COFFEE, 4000₩
c8db3847-632d-49c7-a46b-ede2bfdc0df8, 크로플, BREAD, 4000₩
3a7e1b81-851e-4fe0-a303-d87ca915f392, 히비스커스, TEA, 4500₩
1751673a-9cde-41be-9c42-2f08e64e9fd4, 생과일주스, ADE, 5000₩
6c8a5775-307c-4c4e-8f57-8db8f1fa121d, 초코케잌, CAKE, 6000₩
c63ac5f0-f29c-4f14-a527-dfeb875c283d, 생과일주스, ADE, 5000₩
50b6906e-fcf8-4e0b-86d5-31a881a2266b, 생과일주스, ADE, 5000₩
5ec65f11-90c5-4a80-9d22-52e6e6ac8960, 민트모카, COFFEE, 4000₩
663d9d2d-9157-40ee-9cdf-9c3a468152ee, 초코케잌, CAKE, 6000₩
58422dc8-e9a2-4d2a-ab13-4b870782b2ea, 카라멜 마끼아또, COFFEE, 4000₩
8b2bce1f-e4d1-4f39-adcf-0b9879f51ecb, 프라푸치노, ADE, 5500₩
39beacfe-878d-49df-8ec2-87621cf7724a, 프레즐, BREAD, 3000₩
a4494d73-8c0c-48ca-9800-b2f03756772f, 초코케잌, CAKE, 6000₩
f3bc894f-d224-426e-abeb-23757ff67b57, 카페모카, COFFEE, 3500₩
9d1947f6-ed12-4f3a-877c-2661aa0a97d7, 카페모카, COFFEE, 3500₩
e42c79f2-ab22-4fd8-8740-9671cd0c2d9f, 캐모마일, TEA, 4500₩
c4f18157-514b-474d-a150-aab2a711702a, 딸기에이드, ADE, 5000₩
ca4972b0-1490-4ead-831b-1604e73100da, 크로플, BREAD, 4000₩
6e0265ec-ca2a-4658-a711-5cd46aeed591, 카라멜 마끼아또, COFFEE, 4000₩
e164ebe8-8e86-4fbc-a4d4-6932e5cee730, 프레즐, BREAD, 3000₩
079696ba-d47a-4dfa-932f-57e39f052a84, 민트모카, COFFEE, 4000₩
c326284d-9024-4daf-8aaa-e228b2f55080, 히비스커스, TEA, 4500₩
f013eb90-c992-4bcc-a213-e20d686d5257, 캐모마일, TEA, 4500₩
5ca071c2-ca61-439d-8527-5a212d28562a, 프레즐, BREAD, 3000₩
bb5aa98a-9c54-41e3-ab04-6274fbc61592, 에스프레소, COFFEE, 3500₩
471c889e-fad2-4cf9-a17c-022ee273c8a8, 생과일주스, ADE, 5000₩
e0319af0-0056-4cd3-99e9-76a850017018, 프라푸치노, ADE, 5500₩
cfb6b9b7-b593-4472-a90a-c0419bf9de57, 소금빵, BREAD, 3000₩
26439fdb-5766-4e58-8b39-8744e94f839b, 카페모카, COFFEE, 3500₩
42bc91da-552c-488e-ae66-2e84c01d0ac8, 얼그레이, TEA, 4500₩
f5965882-a061-479a-8af6-aa079af88dc6, 생과일주스, ADE, 5000₩
f1028563-e6c1-4cf1-8043-033bd37d8d62, 초코케잌, CAKE, 6000₩
13a469dd-b14d-4dd6-aa48-313f062f012c, 초코머핀, BREAD, 4000₩
0f1b9acf-0d11-407e-8c79-72a861be8f53, 소금빵, BREAD, 3000₩
7485771a-bf72-49ac-a5ec-53555d28143f, 카페라떼, COFFEE, 3500₩
50e94797-e8b1-42e7-b23e-cfe7e80bf0d4, 레몬에이드, ADE, 5000₩
a0fbe3d7-36f2-4468-9b9f-904dcb0f2165, 토피넛라떼, COFFEE, 4000₩
b66a9564-6de6-4259-ac75-cf5507897788, 토피넛라떼, COFFEE, 4000₩
0d293608-2ef4-4a2e-bcfe-0d24ea744b74, 생과일주스, ADE, 5000₩
0190a1d1-aef7-4a12-aeb3-082369fe8b75, 초코머핀, BREAD, 4000₩
41fc8671-3047-4040-af8a-5fb46add77f8, 카페라떼, COFFEE, 3500₩
ce8f1c50-fb13-4da2-a81e-f3ac93fc1a58, 당근케잌, CAKE, 6000₩
cc3e8249-fe27-42f0-ad44-48c6ff9b9f3c, 당근케잌, CAKE, 6000₩
d2690f8f-b924-49f5-b8b3-7e2f89ff1b32, 히비스커스, TEA, 4500₩
d41b7194-625b-41e2-9286-6f21ceb3b594, 초코머핀, BREAD, 4000₩
ff23a1d6-0b71-4c88-9553-76a1acf491eb, 카페라떼, COFFEE, 3500₩
7f4473c4-b986-4c0e-9e92-80f8cd482373, 초코케잌, CAKE, 6000₩
80e222d2-fa10-4385-a2e8-d3c0b2872ff1, 카페모카, COFFEE, 3500₩
030b5b6a-3afc-4737-ab9b-d87d52a1c7b9, 초코케잌, CAKE, 6000₩
e81996d0-3867-4d57-88e3-4472723dae5a, 에스프레소, COFFEE, 3500₩
33b31f2e-95a7-4afd-b93a-9a236cbf920f, 딸기에이드, ADE, 5000₩
19e6c516-ca11-4f46-95f9-05667187c468, 생과일주스, ADE, 5000₩
9452147d-0a91-4783-b7a4-08efeb3ead61, 소금빵, BREAD, 3000₩
187d258b-899f-4009-9507-bb8f7a17ba61, 프라푸치노, ADE, 5500₩
f1b49b9f-2821-48bd-bd4b-014e18661c34, 소금빵, BREAD, 3000₩
7a8628e8-85b3-496a-93ad-64920d17bcc3, 아메리카노, COFFEE, 3000₩
9188746d-f93d-4b8d-951b-a0f08c6ef184, 초코머핀, BREAD, 4000₩
3c87425e-bbd8-4452-a299-b46d9c91a6c2, 딸기에이드, ADE, 5000₩
fc8126d7-c7c4-4657-86b6-a9f7fbe07733, 딸기에이드, ADE, 5000₩
42193e66-198e-468f-91b5-7fc5fbff372a, 카페라떼, COFFEE, 3500₩
d1319796-3dda-403c-9bf1-3e813864ec86, 캐모마일, TEA, 4500₩
5a1db50d-6bab-4020-811d-3fe4c1e7a1d4, 당근케잌, CAKE, 6000₩
1c91d88b-8e5b-4a50-82b2-c009f9b03b5c, 캐모마일, TEA, 4500₩
e69adb79-71b5-4dda-8b9a-f97deb75da1a, 딸기에이드, ADE, 5000₩
d153a21f-49c3-4c47-943b-5b2df1eed402, 카페모카, COFFEE, 3500₩
23ec8e67-e66d-44a7-9203-b97afb79b54a, 크로플, BREAD, 4000₩
52f0e9e5-d6a1-4770-8b09-ecdface112bf, 캐모마일, TEA, 4500₩
eedc0dd5-054c-4175-895a-67b7b9f0770b, 카페라떼, COFFEE, 3500₩
b38a8c20-7c79-46d3-936d-ef94ba46619a, 프라푸치노, ADE, 5500₩
c7a7afef-23e4-4fb7-8ea1-82114e20cf50, 카페라떼, COFFEE, 3500₩
cfac682b-2e53-4cfb-9ca0-bc643fb314c6, 프레즐, BREAD, 3000₩
9fd31175-38c5-4b42-9124-baf41ad98dc7, 프레즐, BREAD, 3000₩
58633282-2729-44d0-b1d1-5763039e1fe1, 에스프레소, COFFEE, 3500₩
d363d990-dfe6-4e74-bf64-3af705bdb58b, 캐모마일, TEA, 4500₩
45efbc5b-bc7e-42df-a1d7-8f3d88bd819d, 프라푸치노, ADE, 5500₩
e74008cd-0829-4eca-ac12-f3be1b108e43, 소금빵, BREAD, 3000₩
fc211a07-2f7c-4f01-af82-de7ef5fb9547, 히비스커스, TEA, 4500₩
5c4a4577-6ccc-4dbe-8f65-8e86e671acc9, 당근케잌, CAKE, 6000₩
f8ca9328-0d88-4f07-addb-28e66d719fb9, 초코머핀, BREAD, 4000₩
6b5465fb-b2a1-4297-bcaa-6b0bcc5ddfff, 에스프레소, COFFEE, 3500₩
f251bda0-29f8-478f-842d-648c028763a0, 소금빵, BREAD, 3000₩
39a9b050-e614-4692-a5e0-69d096c7b2da, 초코머핀, BREAD, 4000₩
ab0ed735-e766-4ad3-b497-01f569b6c0f4, 크로플, BREAD, 4000₩
c72ebd95-7a6a-40ac-a4d0-c87238727499, 민트모카, COFFEE, 4000₩
8c94e442-198b-4b55-8423-ecefdd075310, 프레즐, BREAD, 3000₩
c3973c98-5c90-4414-9445-a034a37ac57d, 에스프레소, COFFEE, 3500₩
2bcc43cc-57c9-48b6-bea1-316f37b321fc, 에스프레소, COFFEE, 3500₩
439430e7-0198-4aae-99c9-51d689abf888, 얼그레이, TEA, 4500₩
d344a313-4a4c-4748-8a55-ac70894752cd, 생과일주스, ADE, 5000₩
0bda288f-f937-461f-8eee-3263672f2aa5, 레몬에이드, ADE, 5000₩
42508347-5312-45b4-ab7c-c9152aa61bfd, 민트모카, COFFEE, 4000₩
